id,scheduled_at,platform,song,imagery,imagery_url,clip_url,text,drafts,reply_text,x_media_key,media_key,approved,execution_mode,post_type,desired_privacy,creative_id,clip_id,concept,destination
FP-BRAND-AM-W2-06-GUARDS-DOWN-X,2026-07-17T10:15:00-04:00,X,Analog Myth,Analog Myth track 6 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/06-guards-down.jpg,,"Guards Down is the sound of armor deciding it has had enough. Analog Myth keeps humming.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-06-guards-down-x&to=album","Guards Down is the sound of armor deciding it has had enough. Analog Myth keeps humming.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-06-guards-down-x&to=album||Second pass through the Analog Myth room: Guards Down is the sound of armor deciding it has had enough.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-06-guards-down-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-06-guards-down-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-06-guards-down-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-06-guards-down-x&to=video",,analog-myth-06-guards-down-cover,yes,auto,image,,,,,
FP-BRAND-AM-W2-06-GUARDS-DOWN-FACEBOOK,2026-07-17T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 6 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/06-guards-down.jpg,,"Analog Myth afterglow, track 6: Guards Down is the sound of armor deciding it has had enough.

The album page, Echo Thread play-through, and full playlist are live.","Analog Myth afterglow, track 6: Guards Down is the sound of armor deciding it has had enough.

The album page, Echo Thread play-through, and full playlist are live.||Second pass through the Analog Myth room: Guards Down is the sound of armor deciding it has had enough.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-06-guards-down-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-06-guards-down-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-06-guards-down-facebook&to=video",,analog-myth-06-guards-down-cover,yes,auto,image,,,,,
FP-BRAND-AM-W2-07-SLOW-WALK-X,2026-07-18T10:15:00-04:00,X,Analog Myth,Analog Myth track 7 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/07-slow-walk.jpg,,"Slow Walk keeps its own pace and lets the room adjust. Analog Myth keeps humming.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-07-slow-walk-x&to=album","Slow Walk keeps its own pace and lets the room adjust. Analog Myth keeps humming.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-07-slow-walk-x&to=album||Second pass through the Analog Myth room: Slow Walk keeps its own pace and lets the room adjust.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-07-slow-walk-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-07-slow-walk-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-07-slow-walk-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-07-slow-walk-x&to=video",,analog-myth-07-slow-walk-cover,yes,auto,image,,,,,
FP-BRAND-AM-W2-07-SLOW-WALK-FACEBOOK,2026-07-18T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 7 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/07-slow-walk.jpg,,"Analog Myth afterglow, track 7: Slow Walk keeps its own pace and lets the room adjust.

The album page, Echo Thread play-through, and full playlist are live.","Analog Myth afterglow, track 7: Slow Walk keeps its own pace and lets the room adjust.

The album page, Echo Thread play-through, and full playlist are live.||Second pass through the Analog Myth room: Slow Walk keeps its own pace and lets the room adjust.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-07-slow-walk-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-07-slow-walk-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-07-slow-walk-facebook&to=video",,analog-myth-07-slow-walk-cover,yes,auto,image,,,,,
FP-BRAND-AM-W2-08-THE-POWER-OF-LIGHT-X,2026-07-19T10:15:00-04:00,X,Analog Myth,Analog Myth track 8 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/08-the-power-of-light.png,,"The Power of Light ends like a switch, a dare, and a little weather system. Analog Myth keeps humming.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-08-the-power-of-light-x&to=album","The Power of Light ends like a switch, a dare, and a little weather system. Analog Myth keeps humming.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-08-the-power-of-light-x&to=album||Second pass through the Analog Myth room: The Power of Light ends like a switch, a dare, and a little weather system.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-08-the-power-of-light-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-08-the-power-of-light-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-08-the-power-of-light-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-08-the-power-of-light-x&to=video",,analog-myth-08-the-power-of-light-cover,yes,auto,image,,,,,
FP-BRAND-AM-W2-08-THE-POWER-OF-LIGHT-FACEBOOK,2026-07-19T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 8 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/08-the-power-of-light.png,,"Analog Myth afterglow, track 8: The Power of Light ends like a switch, a dare, and a little weather system.

The album page, Echo Thread play-through, and full playlist are live.","Analog Myth afterglow, track 8: The Power of Light ends like a switch, a dare, and a little weather system.

The album page, Echo Thread play-through, and full playlist are live.||Second pass through the Analog Myth room: The Power of Light ends like a switch, a dare, and a little weather system.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-08-the-power-of-light-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-08-the-power-of-light-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w2-08-the-power-of-light-facebook&to=video",,analog-myth-08-the-power-of-light-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-01-13-X,2026-07-20T10:15:00-04:00,X,Analog Myth,Analog Myth track 1 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/01-13.jpg,,"Room note from Analog Myth: 13 still feels like the first page you probably should not have opened.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-01-13-x&to=album","Room note from Analog Myth: 13 still feels like the first page you probably should not have opened.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-01-13-x&to=album||Second pass through the Analog Myth room: 13 still feels like the first page you probably should not have opened.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-01-13-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-01-13-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-01-13-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-01-13-x&to=video",,analog-myth-01-13-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-01-13-FACEBOOK,2026-07-20T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 1 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/01-13.jpg,,"Analog Myth room note, track 1: 13 still feels like the first page you probably should not have opened.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth room note, track 1: 13 still feels like the first page you probably should not have opened.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: 13 still feels like the first page you probably should not have opened.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-01-13-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-01-13-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-01-13-facebook&to=video",,analog-myth-01-13-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-02-GIRLS-CAMP-X,2026-07-21T10:15:00-04:00,X,Analog Myth,Analog Myth track 2 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/02-girls-camp.jpg,,"Room note from Analog Myth: Girls Camp keeps the flashlight on under the bunk.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-02-girls-camp-x&to=album","Room note from Analog Myth: Girls Camp keeps the flashlight on under the bunk.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-02-girls-camp-x&to=album||Second pass through the Analog Myth room: Girls Camp keeps the flashlight on under the bunk.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-02-girls-camp-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-02-girls-camp-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-02-girls-camp-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-02-girls-camp-x&to=video",,analog-myth-02-girls-camp-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-02-GIRLS-CAMP-FACEBOOK,2026-07-21T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 2 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/02-girls-camp.jpg,,"Analog Myth room note, track 2: Girls Camp keeps the flashlight on under the bunk.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth room note, track 2: Girls Camp keeps the flashlight on under the bunk.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: Girls Camp keeps the flashlight on under the bunk.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-02-girls-camp-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-02-girls-camp-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-02-girls-camp-facebook&to=video",,analog-myth-02-girls-camp-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-03-ANALOG-MYTH-X,2026-07-22T10:15:00-04:00,X,Analog Myth,Analog Myth track 3 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,"Room note from Analog Myth: Analog Myth is the title track for anyone who likes their clocks a little unreliable.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-03-analog-myth-x&to=album","Room note from Analog Myth: Analog Myth is the title track for anyone who likes their clocks a little unreliable.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-03-analog-myth-x&to=album||Second pass through the Analog Myth room: Analog Myth is the title track for anyone who likes their clocks a little unreliable.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-03-analog-myth-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-03-analog-myth-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-03-analog-myth-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-03-analog-myth-x&to=video",,analog-myth-03-analog-myth-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-03-ANALOG-MYTH-FACEBOOK,2026-07-22T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 3 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/03-analog-myth.jpg,,"Analog Myth room note, track 3: Analog Myth is the title track for anyone who likes their clocks a little unreliable.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth room note, track 3: Analog Myth is the title track for anyone who likes their clocks a little unreliable.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: Analog Myth is the title track for anyone who likes their clocks a little unreliable.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-03-analog-myth-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-03-analog-myth-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-03-analog-myth-facebook&to=video",,analog-myth-03-analog-myth-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-04-SPILLING-THE-TEA-X,2026-07-23T10:15:00-04:00,X,Analog Myth,Analog Myth track 4 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/04-spilling-the-tea.jpg,,"Room note from Analog Myth: Spilling the Tea keeps the story bright, crooked, and a little too well documented.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-04-spilling-the-tea-x&to=album","Room note from Analog Myth: Spilling the Tea keeps the story bright, crooked, and a little too well documented.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-04-spilling-the-tea-x&to=album||Second pass through the Analog Myth room: Spilling the Tea keeps the story bright, crooked, and a little too well documented.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-04-spilling-the-tea-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-04-spilling-the-tea-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-04-spilling-the-tea-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-04-spilling-the-tea-x&to=video",,analog-myth-04-spilling-the-tea-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-04-SPILLING-THE-TEA-FACEBOOK,2026-07-23T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 4 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/04-spilling-the-tea.jpg,,"Analog Myth room note, track 4: Spilling the Tea keeps the story bright, crooked, and a little too well documented.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth room note, track 4: Spilling the Tea keeps the story bright, crooked, and a little too well documented.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: Spilling the Tea keeps the story bright, crooked, and a little too well documented.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-04-spilling-the-tea-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-04-spilling-the-tea-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-04-spilling-the-tea-facebook&to=video",,analog-myth-04-spilling-the-tea-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-05-NO-MORTGAGE-X,2026-07-24T10:15:00-04:00,X,Analog Myth,Analog Myth track 5 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/05-no-mortgage.jpg,,"Room note from Analog Myth: No Mortgage turns the escape fantasy into something you can hum.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-05-no-mortgage-x&to=album","Room note from Analog Myth: No Mortgage turns the escape fantasy into something you can hum.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-05-no-mortgage-x&to=album||Second pass through the Analog Myth room: No Mortgage turns the escape fantasy into something you can hum.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-05-no-mortgage-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-05-no-mortgage-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-05-no-mortgage-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-05-no-mortgage-x&to=video",,analog-myth-05-no-mortgage-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-05-NO-MORTGAGE-FACEBOOK,2026-07-24T11:20:00-04:00,Facebook,Analog Myth,Analog Myth track 5 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/05-no-mortgage.jpg,,"Analog Myth room note, track 5: No Mortgage turns the escape fantasy into something you can hum.

Album page, Echo Thread play-through, and the full playlist are live.","Analog Myth room note, track 5: No Mortgage turns the escape fantasy into something you can hum.

Album page, Echo Thread play-through, and the full playlist are live.||Second pass through the Analog Myth room: No Mortgage turns the escape fantasy into something you can hum.","Analog Myth: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-05-no-mortgage-facebook&to=album
Echo Thread: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-05-no-mortgage-facebook&to=echo
Track video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-05-no-mortgage-facebook&to=video",,analog-myth-05-no-mortgage-cover,yes,auto,image,,,,,
FP-BRAND-AM-W3-06-GUARDS-DOWN-X,2026-07-25T10:15:00-04:00,X,Analog Myth,Analog Myth track 6 cover,https://www.lilyroo.com/assets/albums/analog-myth/art/06-guards-down.jpg,,"Room note from Analog Myth: Guards Down lets the soft part have the microphone.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-06-guards-down-x&to=album","Room note from Analog Myth: Guards Down lets the soft part have the microphone.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-06-guards-down-x&to=album||Second pass through the Analog Myth room: Guards Down lets the soft part have the microphone.

Album room: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-06-guards-down-x&to=album","Album: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-06-guards-down-x&to=album
Echo: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-06-guards-down-x&to=echo
Video: https://www.lilyroo.com/go/am.html?p=fp-brand-am-w3-06-guards-down-x&to=video",,analog-myth-06-guards-down-cover,yes,auto,image,,,,,
